parametro,ponto_monitoramento,oxigenio_dissolvido,dbo,ecoli,nitrogenio,pH,sdt,temp,turbidez
Nitrogênio amoniacal,P8,,,,0.687,,,,
Nitrogênio amoniacal,P8,,,,0.318,,,,
Nitrogênio amoniacal,P8,,,,1.1,,,,
Nitrogênio amoniacal,P8,,,,0.482,,,,
Nitrogênio amoniacal,P8,,,,0.21,,,,
Nitrogênio amoniacal,P8,,,,0.56,,,,
Nitrogênio amoniacal,P8,,,,1.97,,,,
Nitrogênio amoniacal,P8,,,,0.47,,,,
Nitrogênio amoniacal,P8,,,,2.8,,,,
Nitrogênio amoniacal,P8,,,,0.49,,,,
Nitrogênio amoniacal,P8,,,,1.3,,,,
Nitrogênio amoniacal,P8,,,,1.2,,,,
Nitrogênio amoniacal,P8,,,,1.2,,,,
Nitrogênio amoniacal,P8,,,,1.3,,,,
Nitrogênio amoniacal,P8,,,,1.3,,,,
Nitrogênio amoniacal,P8,,,,0.2,,,,
Nitrogênio amoniacal,P8,,,,0.479,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,1,,,,,,
Demanda Bioquímica de Oxigênio,P9,,2,,,,,,
Demanda Bioquímica de Oxigênio,P9,,2,,,,,,
Demanda Bioquímica de Oxigênio,P9,,2,,,,,,
Demanda Bioquímica de Oxigênio,P9,,2,,,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,3,,,,,,
Demanda Bioquímica de Oxigênio,P9,,3,,,,,,
Demanda Bioquímica de Oxigênio,P9,,3,,,,,,
Demanda Bioquímica de Oxigênio,P9,,1,,,,,,
Demanda Bioquímica de Oxigênio,P9,,9,,,,,,
Demanda Bioquímica de Oxigênio,P9,,13,,,,,,
Demanda Bioquímica de Oxigênio,P9,,14,,,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,7,,,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,13,,,,,,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Temperatura,P9,,,,,,,23.9,
Demanda Bioquímica de Oxigênio,P9,,4,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,9,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,11,,,,,,
Demanda Bioquímica de Oxigênio,P9,,6,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,3,,,,,,
Demanda Bioquímica de Oxigênio,P9,,6,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,5,,,,,,
Demanda Bioquímica de Oxigênio,P9,,13,,,,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,7,,,
pH,P9,,,,,6.1,,,
pH,P9,,,,,7,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,7,,,
pH,P9,,,,,6.1,,,
pH,P9,,,,,6.5,,,
pH,P9,,,,,6.5,,,
pH,P9,,,,,6,,,
pH,P9,,,,,6.5,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,6.4,,,
pH,P9,,,,,6.5,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,7.5,,,
pH,P9,,,,,6.3,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,6.4,,,
pH,P9,,,,,6.9,,,
pH,P9,,,,,7,,,
pH,P9,,,,,6.7,,,
pH,P9,,,,,7.2,,,
pH,P9,,,,,6.8,,,
pH,P9,,,,,6.9,,,
pH,P9,,,,,6.5,,,
pH,P9,,,,,6.2,,,
pH,P9,,,,,6.4,,,
pH,P9,,,,,6.8,,,
pH,P9,,,,,6.8,,,
pH,P9,,,,,6.8,,,
pH,P9,,,,,6.9,,,
pH,P9,,,,,6.8,,,
pH,P9,,,,,6.7,,,
pH,P9,,,,,7,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,7.2,,,
pH,P9,,,,,6.3,,,
pH,P9,,,,,6.6,,,
pH,P9,,,,,6.7,,,
Oxigênio Dissolvido,P9,6.1,,,,,,,
Oxigênio Dissolvido,P9,6.7,,,,,,,
Oxigênio Dissolvido,P9,4.8,,,,,,,
Oxigênio Dissolvido,P9,5,,,,,,,
Oxigênio Dissolvido,P9,5.7,,,,,,,
Oxigênio Dissolvido,P9,5.3,,,,,,,
Oxigênio Dissolvido,P9,4.6,,,,,,,
Oxigênio Dissolvido,P9,3.9,,,,,,,
Oxigênio Dissolvido,P9,4.8,,,,,,,
Oxigênio Dissolvido,P9,4.6,,,,,,,
Oxigênio Dissolvido,P9,6.5,,,,,,,
Oxigênio Dissolvido,P9,3.5,,,,,,,
Oxigênio Dissolvido,P9,3.5,,,,,,,
Oxigênio Dissolvido,P9,2.5,,,,,,,
Oxigênio Dissolvido,P9,3.8,,,,,,,
Oxigênio Dissolvido,P9,4.8,,,,,,,
Oxigênio Dissolvido,P9,5.1,,,,,,,
Oxigênio Dissolvido,P9,4.7,,,,,,,
Oxigênio Dissolvido,P9,3.6,,,,,,,
Oxigênio Dissolvido,P9,4.4,,,,,,,
Oxigênio Dissolvido,P9,5.1,,,,,,,
Oxigênio Dissolvido,P9,4.7,,,,,,,
Oxigênio Dissolvido,P9,2.3,,,,,,,
Oxigênio Dissolvido,P9,3.4,,,,,,,
Oxigênio Dissolvido,P9,8.6,,,,,,,
Oxigênio Dissolvido,P9,2.1,,,,,,,
Oxigênio Dissolvido,P9,7.7,,,,,,,
Oxigênio Dissolvido,P9,6.4,,,,,,,
Oxigênio Dissolvido,P9,5.2,,,,,,,
Oxigênio Dissolvido,P9,5.2,,,,,,,
Oxigênio Dissolvido,P9,1.2,,,,,,,
Oxigênio Dissolvido,P9,3.4,,,,,,,
Oxigênio Dissolvido,P9,5.8,,,,,,,
Oxigênio Dissolvido,P9,4.8,,,,,,,
Oxigênio Dissolvido,P9,4.6,,,,,,,
Oxigênio Dissolvido,P9,5.4,,,,,,,
Oxigênio Dissolvido,P9,5.7,,,,,,,
Oxigênio Dissolvido,P9,9.6,,,,,,,
Turbidez,P9,,,,,,,,20
Turbidez,P9,,,,,,,,20
Turbidez,P9,,,,,,,,22
Turbidez,P9,,,,,,,,23
Turbidez,P9,,,,,,,,23
Turbidez,P9,,,,,,,,25
Turbidez,P9,,,,,,,,27
Turbidez,P9,,,,,,,,27
Turbidez,P9,,,,,,,,28
Turbidez,P9,,,,,,,,33
Turbidez,P9,,,,,,,,35
Turbidez,P9,,,,,,,,35
Turbidez,P9,,,,,,,,35
Turbidez,P9,,,,,,,,45
Turbidez,P9,,,,,,,,46
Turbidez,P9,,,,,,,,51
Turbidez,P9,,,,,,,,59
Turbidez,P9,,,,,,,,63
Turbidez,P9,,,,,,,,70
Turbidez,P9,,,,,,,,74
Turbidez,P9,,,,,,,,78
Turbidez,P9,,,,,,,,81
Turbidez,P9,,,,,,,,82
Turbidez,P9,,,,,,,,85
Turbidez,P9,,,,,,,,92
Turbidez,P9,,,,,,,,104
Turbidez,P9,,,,,,,,113
Turbidez,P9,,,,,,,,167
Temperatura,P9,,,,,,,16.2,
Temperatura,P9,,,,,,,13.3,
Temperatura,P9,,,,,,,15.6,
Temperatura,P9,,,,,,,19.9,
Temperatura,P9,,,,,,,21,
Temperatura,P9,,,,,,,17.5,
Temperatura,P9,,,,,,,20,
Temperatura,P9,,,,,,,19.1,
Temperatura,P9,,,,,,,17.5,
Temperatura,P9,,,,,,,19.8,
Temperatura,P9,,,,,,,25.1,
Temperatura,P9,,,,,,,26.9,
Temperatura,P9,,,,,,,26.3,
Temperatura,P9,,,,,,,13.2,
Temperatura,P9,,,,,,,24.1,
Demanda Bioquímica de Oxigênio,P9,,14,,,,,,
Temperatura,P9,,,,,,,24.5,
Temperatura,P9,,,,,,,24.6,
Temperatura,P9,,,,,,,24.5,
Temperatura,P9,,,,,,,15.9,
Temperatura,P9,,,,,,,28.7,
Temperatura,P9,,,,,,,20.7,
Temperatura,P9,,,,,,,23.4,
Temperatura,P9,,,,,,,23.6,
Temperatura,P9,,,,,,,29,
Temperatura,P9,,,,,,,29.1,
Temperatura,P9,,,,,,,28.7,
Temperatura,P9,,,,,,,29,
Temperatura,P9,,,,,,,22.3,
Temperatura,P9,,,,,,,19.2,
Temperatura,P9,,,,,,,18.7,
Temperatura,P9,,,,,,,16.4,
Temperatura,P9,,,,,,,25.5,
Temperatura,P9,,,,,,,16.1,
Temperatura,P9,,,,,,,15.1,
Temperatura,P9,,,,,,,23.7,
Temperatura,P9,,,,,,,14.1,
Temperatura,P9,,,,,,,20.6,
Temperatura,P9,,,,,,,16,
Temperatura,P9,,,,,,,25.3,
Temperatura,P9,,,,,,,14,
Temperatura,P9,,,,,,,14.2,
Temperatura,P9,,,,,,,15,
Temperatura,P9,,,,,,,17.9,
Escherichia coli,P9,,,1840,,,,,
Escherichia coli,P9,,,352,,,,,
Escherichia coli,P9,,,104,,,,,
Escherichia coli,P9,,,2640,,,,,
Escherichia coli,P9,,,24000,,,,,
Escherichia coli,P9,,,1800,,,,,
Escherichia coli,P9,,,1100,,,,,
Escherichia coli,P9,,,930,,,,,
Escherichia coli,P9,,,24000,,,,,
Escherichia coli,P9,,,9000,,,,,
Escherichia coli,P9,,,27000,,,,,
Escherichia coli,P9,,,16000,,,,,
Escherichia coli,P9,,,6500,,,,,
Escherichia coli,P9,,,600,,,,,
Escherichia coli,P9,,,3300,,,,,
Escherichia coli,P9,,,11200,,,,,
Escherichia coli,P9,,,24000,,,,,
Escherichia coli,P9,,,30,,,,,
Escherichia coli,P9,,,326,,,,,
Escherichia coli,P9,,,450,,,,,
Escherichia coli,P9,,,7700,,,,,
Escherichia coli,P9,,,5100,,,,,
Escherichia coli,P9,,,24000,,,,,
Escherichia coli,P9,,,4100,,,,,
Escherichia coli,P9,,,5800,,,,,
Escherichia coli,P9,,,3280,,,,,
Escherichia coli,P9,,,4350,,,,,
Escherichia coli,P9,,,1000,,,,,
Escherichia coli,P9,,,13000,,,,,
Escherichia coli,P9,,,5800,,,,,
Escherichia coli,P9,,,430000,,,,,
Escherichia coli,P9,,,58000,,,,,
Escherichia coli,P9,,,26000,,,,,
Escherichia coli,P9,,,5000,,,,,
Escherichia coli,P9,,,1200,,,,,
Sólidos Dissolvidos Totais,P9,,,,,,627,,
Sólidos Dissolvidos Totais,P9,,,,,,295,,
Sólidos Dissolvidos Totais,P9,,,,,,442,,
Sólidos Dissolvidos Totais,P9,,,,,,94,,
Sólidos Dissolvidos Totais,P9,,,,,,86,,
Sólidos Dissolvidos Totais,P9,,,,,,298,,
Sólidos Dissolvidos Totais,P9,,,,,,980,,
Sólidos Dissolvidos Totais,P9,,,,,,247,,
Sólidos Dissolvidos Totais,P9,,,,,,154,,
Sólidos Dissolvidos Totais,P9,,,,,,217,,
Sólidos Dissolvidos Totais,P9,,,,,,120,,
Sólidos Dissolvidos Totais,P9,,,,,,288,,
Sólidos Dissolvidos Totais,P9,,,,,,389,,
Sólidos Dissolvidos Totais,P9,,,,,,639,,
Sólidos Dissolvidos Totais,P9,,,,,,510,,
Sólidos Dissolvidos Totais,P9,,,,,,421,,
Sólidos Dissolvidos Totais,P9,,,,,,321,,
Sólidos Dissolvidos Totais,P9,,,,,,88,,
Sólidos Dissolvidos Totais,P9,,,,,,203,,
Sólidos Dissolvidos Totais,P9,,,,,,92,,
Sólidos Dissolvidos Totais,P9,,,,,,71,,
Sólidos Dissolvidos Totais,P9,,,,,,43,,
Sólidos Dissolvidos Totais,P9,,,,,,359,,
Sólidos Dissolvidos Totais,P9,,,,,,244,,
Sólidos Dissolvidos Totais,P9,,,,,,219,,
Sólidos Dissolvidos Totais,P9,,,,,,417,,
Sólidos Dissolvidos Totais,P9,,,,,,117,,
Sólidos Dissolvidos Totais,P9,,,,,,144,,
Sólidos Dissolvidos Totais,P9,,,,,,756,,
Sólidos Dissolvidos Totais,P9,,,,,,250,,
Sólidos Dissolvidos Totais,P9,,,,,,282,,
Sólidos Dissolvidos Totais,P9,,,,,,111,,
Sólidos Dissolvidos Totais,P9,,,,,,202,,
Sólidos Dissolvidos Totais,P9,,,,,,322,,
Sólidos Dissolvidos Totais,P9,,,,,,208,,
Sólidos Dissolvidos Totais,P9,,,,,,212,,
Sólidos Dissolvidos Totais,P9,,,,,,71,,
Sólidos Dissolvidos Totais,P9,,,,,,45,,
Nitrogênio amoniacal,P9,,,,0.02,,,,
Nitrogênio amoniacal,P9,,,,0.02,,,,
Nitrogênio amoniacal,P9,,,,0.02,,,,
Nitrogênio amoniacal,P9,,,,13.3,,,,
Nitrogênio amoniacal,P9,,,,4.92,,,,
Nitrogênio amoniacal,P9,,,,16.5,,,,
Nitrogênio amoniacal,P9,,,,2.4,,,,
Nitrogênio amoniacal,P9,,,,0.62,,,,
Nitrogênio amoniacal,P9,,,,3.1,,,,
Nitrogênio amoniacal,P9,,,,0.56,,,,
Nitrogênio amoniacal,P9,,,,4.48,,,,
Nitrogênio amoniacal,P9,,,,6.47,,,,
Nitrogênio amoniacal,P9,,,,3.92,,,,
Nitrogênio amoniacal,P9,,,,8.53,,,,
Nitrogênio amoniacal,P9,,,,0.256,,,,
Nitrogênio amoniacal,P9,,,,1.4,,,,
Nitrogênio amoniacal,P9,,,,3.22,,,,
Nitrogênio amoniacal,P9,,,,1.35,,,,
Nitrogênio amoniacal,P9,,,,8.76,,,,
Nitrogênio amoniacal,P9,,,,0.034,,,,
Nitrogênio amoniacal,P9,,,,0.038,,,,
Nitrogênio amoniacal,P9,,,,0.24,,,,
Nitrogênio amoniacal,P9,,,,0.53,,,,
Nitrogênio amoniacal,P9,,,,27.6,,,,
Nitrogênio amoniacal,P9,,,,1.86,,,,
Nitrogênio amoniacal,P9,,,,8.28,,,,
Nitrogênio amoniacal,P9,,,,0.72,,,,
Nitrogênio amoniacal,P9,,,,2.5,,,,
Nitrogênio amoniacal,P9,,,,2.8,,,,
Nitrogênio amoniacal,P9,,,,2.7,,,,
Nitrogênio amoniacal,P9,,,,7.5,,,,
Nitrogênio amoniacal,P9,,,,2.3,,,,
Nitrogênio amoniacal,P9,,,,0.08,,,,
Nitrogênio amoniacal,P9,,,,0.699,,,,
